Atomic Number,Atomic Mass,Period,Electronegativity,First Ionization,Covalent Radius,Bond E
169.0,728.028324,9.0,0.0,35.82980164,242.0,186.0
429.0,2021.545404,12.0,0.5700000000000001,58.592601880000004,240.0,180.0
1027.0,5314.563594,18.0,0.9299999999999999,55.221997900000005,257.0,326.0
455.0,2155.969728,12.0,1.3499999999999999,70.71504404000001,241.0,439.0
78.0,324.08080199999995,6.0,0.9399999999999997,67.40190374000001,197.0,255.0
221.0,956.592846,9.0,1.55,77.62146007999999,223.0,494.0
377.0,1714.598172,12.0,0.2899999999999998,46.248685120000005,253.0,216.0
117.0,512.6040360000001,6.0,2.37,104.28939624,178.0,664.0
13.0,27.170873999999998,3.0,0.5900000000000001,81.39730272,152.0,285.0
689.0,3424.123728,15.0,1.05,62.55939154,260.0,368.0
39.0,187.282062,6.0,0.6300000000000001,32.27363786,249.0,176.0
91.0,377.936874,6.0,1.43,86.99821578000001,192.0,297.0
104.0,431.685018,6.0,1.8299999999999998,81.51522298,187.0,512.0
195.0,835.740468,9.0,0.5799999999999998,62.771288860000006,228.0,213.0
598.0,2871.42444,15.0,0.5900000000000001,49.90301602,260.0,259.0
208.0,865.17783,9.0,0.97,62.012888,226.0,374.0
442.0,2130.4987199999996,12.0,0.9399999999999997,58.375915920000004,241.0,334.0
182.0,757.8164519999999,9.0,0.2899999999999998,48.79444586,232.0,251.0
676.0,3442.9031999999997,15.0,0.49,53.929663680000004,259.0,268.0
1196.0,6422.4984779999995,21.0,0.2300000000000002,37.07664378,317.0,326.0
2601.0,14825.4976,25.0,0.0,74.10455055999999,278.0,299.0
1785.0,9729.11104,20.0,0.9100000000000001,101.69791592,259.0,314.0
867.0,4316.757280000001,15.0,1.1100000000000003,111.63028784,241.0,360.0
459.0,2313.19648,10.0,1.9300000000000002,149.98243151999998,196.0,439.0
357.0,1705.49232,10.0,0.9900000000000002,125.11534644,210.0,301.0
408.0,1948.03824,10.0,1.3900000000000001,117.23005203999999,205.0,372.0
765.0,3771.39424,15.0,0.14000000000000012,90.27370828000001,246.0,357.0
816.0,3904.2344,15.0,0.5300000000000002,89.18302399999999,244.0,379.0
2652.0,15536.576,25.0,0.050000000000000266,77.55824064000001,277.0,277.4
1089.0,5613.306084,16.0,0.0,95.81668996000002,238.0,382.0
561.0,2656.209666,12.0,0.98,126.93464936,221.0,448.0
1023.0,5223.786606,16.0,0.3700000000000001,58.724747980000004,241.0,209.6
33.0,75.44645399999999,4.0,0.020000000000000018,133.10929824000002,150.0,272.0
231.0,1049.432454,8.0,0.8599999999999999,142.26849126000002,190.0,582.0
264.0,1198.677078,8.0,1.2599999999999998,133.30213366,185.0,481.0
495.0,2320.634028,12.0,0.009999999999999787,102.65011162000002,226.0,534.0
1122.0,5915.841119999999,16.0,0.36999999999999966,95.46234264,239.0,96.0
2673.0,15312.783126,24.0,0.14000000000000012,59.79072652000001,264.0,198.0
1960.0,10972.976607999999,24.0,2.07,61.56998146000001,335.0,370.0
952.0,4868.654131,18.0,2.27,67.58324092,317.0,444.0
504.0,2608.938346,12.0,3.09,90.80240676,272.0,487.0
2968.0,17427.345608,30.0,1.77,54.46904021,354.0,431.0
448.0,2197.094673,12.0,2.55,70.97345177000001,281.0,563.0
896.0,4403.390254999999,18.0,1.69,53.993212,320.0,400.0
16.0,81.21614400000001,4.0,0.0,86.91273528999999,192.0,59.0
140.0,720.094848,8.0,1.39,110.13651326,216.0,381.0
68.0,319.50243600000005,6.0,1.59,120.89304451999999,198.0,388.0
36.0,171.209976,4.0,2.41,162.42753756,153.0,577.0
4.0,9.075084,2.0,0.6300000000000001,126.77380367999999,127.0,226.0
32.0,144.18298800000002,4.0,1.8699999999999999,126.95746086999999,162.0,448.0
64.0,288.96978,6.0,1.01,96.58317199999999,201.0,372.0
6889.0,43672.6404,36.0,0.0,53.07996736,296.0,197.0
2905.0,16698.337919999998,24.0,0.94,86.07062128,268.0,267.0
1411.0,7408.96794,18.0,1.1400000000000001,94.47674656,250.0,305.0
747.0,3970.20204,12.0,1.96,126.93555167999999,205.0,259.0
2573.0,14570.712539999999,24.0,0.20999999999999996,43.70850007999999,270.0,159.0
83.0,210.44285999999997,6.0,0.18000000000000016,99.07250303999999,179.0,279.0
664.0,3343.47102,12.0,1.42,99.21602936,214.0,343.0
1245.0,6472.9465199999995,18.0,0.16999999999999993,76.40190152,255.0,280.0
6806.0,43300.655999999995,36.0,0.31000000000000005,54.03510951999999,294.0,142.0
1328.0,6700.943699999999,18.0,0.56,75.478816,253.0,316.0
4233.0,25445.4048,30.0,0.029999999999999805,62.71735903999999,287.0,251.0
2822.0,16501.0608,24.0,0.5299999999999998,71.05208544,268.0,280.0
4316.0,26665.847999999998,30.0,0.08000000000000007,65.64034176,286.0,232.0
6723.0,42711.95934,36.0,0.020000000000000018,44.50190192,293.0,121.0
25.0,116.877721,4.0,0.0,68.856804,168.0,297.0
175.0,863.842144,8.0,0.9199999999999999,98.0309124,204.0,435.0
30.0,129.850921,4.0,0.5099999999999998,93.43796940000001,160.0,448.0
85.0,383.28238300000004,6.0,1.12,107.60514479999999,186.0,536.0
45.0,205.387378,4.0,1.94,144.5743944,141.0,766.0
5.0,10.886676999999999,2.0,0.16000000000000014,112.8395232,115.0,330.0
265.0,1371.959144,10.0,0.6200000000000001,86.7248874,223.0,384.0
35.0,151.429677,4.0,1.0,120.60396180000001,155.0,389.0
40.0,172.965189,4.0,1.4,113.0029938,150.0,806.0
75.0,334.859914,6.0,0.1499999999999999,87.01863660000001,191.0,347.0
80.0,346.65471499999995,6.0,0.54,85.96728,189.0,581.0
170.0,853.6365599999999,8.0,0.5099999999999998,80.9254152,204.0,462.0
70.0,303.637746,6.0,0.14000000000000012,67.6428066,195.0,289.0
260.0,1379.4836,10.0,0.06000000000000005,74.7616608,222.0,354.0
1225.0,6384.649216,16.0,0.0,139.56587044000003,240.0,193.87
210.0,959.7269439999999,8.0,0.41000000000000014,133.02693214,196.0,280.0
595.0,2832.8365120000003,12.0,0.20000000000000018,153.19663288,222.0,218.84
315.0,1518.016192,8.0,1.02,205.82947464,177.0,233.8
245.0,1119.215328,8.0,0.08000000000000007,171.70295058000002,191.0,276.0
280.0,1278.384096,8.0,0.48,160.88150978000002,186.0,235.1
2304.0,12636.232921,25.0,0.0,80.88843844,288.0,11.3
1680.0,8982.088544,20.0,1.27,106.25095444,264.0,159.0
816.0,3985.3071830000004,15.0,1.4700000000000002,116.62800088,246.0,206.7
432.0,2135.584178,10.0,2.29,156.69717864,201.0,305.0
48.0,113.19787699999999,5.0,0.5100000000000002,122.30128992,175.0,69.0
2544.0,14265.405544,25.0,0.9700000000000002,93.99690194,283.0,138.0
2352.0,12906.806198,25.0,0.09000000000000008,52.04172432000001,286.0,138.0
384.0,1798.4635890000002,10.0,1.75,122.47846778,210.0,142.0
768.0,3604.4587149999998,15.0,0.8900000000000001,93.17576799999999,249.0,196.0
1632.0,8875.97256,20.0,0.8599999999999999,87.71113512,264.0,310.0
400.0,1606.2460840000003,16.0,0.0,37.37121424,352.0,14.98
700.0,3202.392512,16.0,1.96,72.22012216,296.0,321.0
340.0,1420.8853340000003,12.0,2.16,79.27353232,278.0,398.0
180.0,761.4018440000001,8.0,2.98,106.50906095999999,233.0,527.0
20.0,40.358546,4.0,1.2000000000000002,83.12973888,207.0,167.8
1060.0,5086.0585120000005,20.0,1.6600000000000001,63.89088716,315.0,285.0
160.0,641.207922,8.0,2.44,83.25016892000001,242.0,464.0
320.0,1285.10107,12.0,1.58,63.332752,281.0,314.0
36.0,144.264121,4.0,0.0,126.79435609000002,152.0,607.0
102.0,425.825983,6.0,0.6100000000000003,146.01906628,178.0,397.0
54.0,228.184978,4.0,1.4300000000000002,196.18595484,133.0,536.0
6.0,12.095076999999998,2.0,0.34999999999999964,153.12206352,107.0,337.2
318.0,1524.2439439999998,10.0,0.11000000000000032,117.68477339,215.0,209.0
42.0,168.23807699999998,4.0,0.4900000000000002,163.65832623000003,147.0,770.0
48.0,192.163989,4.0,0.8900000000000001,153.34389143,142.0,1076.5
90.0,372.028714,6.0,0.3599999999999999,118.08338801000002,183.0,513.0
96.0,385.13271499999996,6.0,0.03000000000000025,116.65670800000001,181.0,699.0
204.0,948.3885599999999,8.0,0.0,109.81494972,196.0,582.0
3364.0,19632.493456000004,36.0,0.0,30.677197690000003,408.0,243.0
522.0,2661.9237680000006,12.0,2.86,96.49966236,261.0,582.0
406.0,1962.604812,12.0,1.92,80.50001967000001,275.0,519.0
464.0,2241.715884,12.0,2.32,75.42657047,270.0,795.0
928.0,4492.81954,18.0,1.46,57.380932,309.0,573.0
1972.0,11063.559360000001,24.0,1.4299999999999997,54.01561788,324.0,495.0
3016.0,17878.801600000003,30.0,0.98,49.90147152000001,342.0,389.0
3025.0,17663.739025,36.0,0.0,15.16245721,488.0,41.75
1925.0,10619.64112,24.0,2.17,46.00175582,364.0,397.5
935.0,4711.880965,18.0,2.37,50.49453764,346.0,439.0
495.0,2524.9291900000003,12.0,3.19,67.84264092,301.0,514.0
55.0,133.835335,6.0,1.4100000000000001,52.95080976,275.0,178.1
2915.0,16866.17612,30.0,1.87,40.69631707,383.0,339.0
440.0,2126.347095,12.0,2.65,53.02751959,310.0,297.0
289.0,1256.9152090000002,9.0,0.0,168.15864975999997,204.0,242.58
102.0,425.825983,6.0,0.6100000000000003,146.01906628,178.0,338.0
153.0,673.536094,6.0,0.8199999999999998,225.93190127999998,159.0,250.54
119.0,496.59017100000005,6.0,0.1200000000000001,188.47239516,173.0,389.0
136.0,567.2125470000001,6.0,0.2799999999999998,176.59407356,168.0,272.0
255.0,1098.121222,9.0,0.9700000000000002,135.98733092,209.0,289.0
576.0,2703.5840160000002,16.0,0.0,45.78552225,278.0,155.0
840.0,4154.688384,16.0,1.3,79.9380777,259.0,328.0
408.0,1843.4141880000002,12.0,1.5000000000000002,87.7452654,241.0,366.0
696.0,3304.137816,16.0,0.24,52.2806856,271.0,155.0
216.0,987.8200080000001,8.0,2.3200000000000003,117.89137619999998,196.0,437.0
768.0,3776.9894400000003,16.0,0.34999999999999987,53.451290099999994,259.0,170.0
24.0,52.359972,4.0,0.5400000000000003,92.0135736,170.0,280.0
1272.0,6598.500384,20.0,1.0000000000000002,70.71872144999999,278.0,287.0
168.0,728.3079720000001,8.0,1.3800000000000001,98.34498765,210.0,378.0
192.0,831.8840040000001,8.0,1.78,92.14687365,205.0,427.0
384.0,1667.25174,12.0,0.9200000000000002,70.10094,244.0,339.0
729.0,3473.098489,16.0,0.0,62.110161000000005,252.0,167.0
945.0,4708.982432,16.0,1.08,93.10455780000001,246.0,331.0
459.0,2089.351649,12.0,1.2800000000000002,102.19765559999999,228.0,398.0
783.0,3744.9564179999998,16.0,0.020000000000000018,60.8917584,258.0,162.0
243.0,1119.609134,8.0,2.1,137.3090868,183.0,435.0
864.0,4280.89312,16.0,0.1299999999999999,62.2551714,246.0,239.0
1431.0,7478.833431999999,20.0,0.7800000000000002,82.3666953,265.0,235.0
216.0,942.8690670000001,8.0,1.56,107.32424610000001,192.0,368.0
432.0,1889.6866449999998,12.0,0.7000000000000002,81.64716,231.0,343.0
841.0,4038.0941159999998,16.0,0.0,59.69725696,264.0,202.0
1015.0,5077.579584,16.0,1.06,91.27814432000001,252.0,331.0
493.0,2252.896338,12.0,1.2600000000000002,100.19286464,234.0,383.0
261.0,1207.246908,8.0,2.08,134.61552192,189.0,431.0
899.0,4430.617758,16.0,0.08999999999999986,46.352991519999996,254.0,216.0
928.0,4615.98144,16.0,0.10999999999999988,61.03392416,252.0,209.0
29.0,63.990821999999994,4.0,0.30000000000000027,105.06667776,163.0,280.0
1537.0,8064.241583999999,20.0,0.7600000000000002,80.75092432,271.0,197.0
812.0,3729.7053779999997,16.0,0.010000000000000009,59.02815072,256.0,206.0
232.0,1016.672454,8.0,1.54,105.21888784,198.0,343.0
464.0,2037.6024899999998,12.0,0.6800000000000002,80.045504,237.0,285.0
986.0,5017.592159999999,16.0,0.6499999999999999,75.35094336,252.0,293.0
1450.0,7543.54566,20.0,0.06000000000000005,56.741908959999996,271.0,177.0
1508.0,8108.469599999999,20.0,0.20000000000000018,69.61177344000001,270.0,176.0
768.0,3951.753,14.0,2.1399999999999997,81.59284615,235.0,736.0
594.0,3087.175,12.0,2.76,103.47226692,249.0,527.0
528.0,2599.8375,12.0,2.2199999999999998,80.87653409,258.0,611.0
2244.0,12830.999999999998,24.0,1.3299999999999998,57.91852836,312.0,322.0
3432.0,20735.0,30.0,0.8800000000000001,53.507113440000005,330.0,234.0
612.0,3177.5864819999997,12.0,2.74,106.41323556,246.0,565.0
544.0,2675.976741,12.0,2.2,83.17526937000001,255.0,611.0
1088.0,5363.1598349999995,18.0,1.34,63.275772,294.0,418.0
2312.0,13206.770639999997,24.0,1.3099999999999998,59.56473348,309.0,326.0
3536.0,21342.248399999997,30.0,0.8600000000000001,55.02793392000001,327.0,239.0
3969.0,23093.057296,36.0,0.0,32.15343616,396.0,33.5
1071.0,5387.579692,18.0,1.9600000000000002,73.53147904,300.0,326.0
567.0,2887.012072,12.0,2.7800000000000002,98.79424511999999,255.0,528.0
504.0,2431.272036,12.0,2.24,77.22007424,264.0,557.0
1008.0,4872.72566,18.0,1.3800000000000001,58.745343999999996,303.0,364.0
2142.0,11999.07744,24.0,1.3499999999999999,55.30000896,318.0,301.0
3276.0,19390.6064,30.0,0.9000000000000001,51.08803584,336.0,243.0
81.0,360.924004,4.0,0.0,303.55395983999995,114.0,156.9
81.0,360.924004,4.0,0.0,303.55395983999995,114.0,251.0
63.0,266.104986,4.0,0.94,253.22471747999998,128.0,301.0
576.0,2987.4355,12.0,2.7800000000000002,107.15196227999999,253.0,590.0
512.0,2515.8427500000003,12.0,2.24,83.75267681,262.0,716.0
1024.0,5042.22125,18.0,1.3800000000000001,63.715036,301.0,525.0
2176.0,12416.46,24.0,1.3499999999999999,59.97823524,316.0,431.0
961.0,4861.296729,16.0,0.0,35.991600489999996,244.0,138.0
1085.0,5571.146592,16.0,1.15,70.87453034,242.0,444.0
527.0,2471.8895190000003,12.0,1.35,77.79652268,224.0,481.0
279.0,1324.597554,8.0,2.17,104.52460403999999,179.0,577.0
31.0,70.21106099999999,4.0,0.3900000000000001,81.58088112,153.0,274.0
1643.0,8848.127591999999,20.0,0.8500000000000001,62.700484089999996,261.0,339.0
248.0,1115.498277,8.0,1.63,81.69906733,188.0,285.0
465.0,2159.600202,12.0,0.3799999999999999,62.91285931,229.0,230.0
1581.0,8489.47248,20.0,0.23999999999999977,51.644374119999995,261.0,209.0
1612.0,8896.6548,20.0,0.29000000000000004,54.05129328,260.0,251.0
1024.0,5276.5696,16.0,0.0,62.40052036,240.0,274.0
1120.0,5804.22656,16.0,0.9500000000000002,93.32193172000001,240.0,255.0
544.0,2575.3059200000002,12.0,1.1500000000000004,102.43625943999999,222.0,431.8
288.0,1380.0147200000001,8.0,1.9700000000000002,137.62966631999998,177.0,485.0
32.0,73.14847999999999,4.0,0.1900000000000004,107.41920096,151.0,321.3
256.0,1162.1673600000001,8.0,1.4300000000000002,107.57481914,186.0,662.0
512.0,2329.2016,12.0,0.5700000000000003,81.837784,225.0,551.0
1088.0,5735.654399999999,16.0,0.54,77.03810856,240.0,490.0
448.0,2040.1670399999998,12.0,0.10999999999999988,64.39353898,231.0,301.0
1664.0,9268.864,20.0,0.0900000000000003,71.17043424,258.0,402.0
6241.0,38795.999089000004,36.0,0.0,85.10985025000001,272.0,221.3
395.0,2129.410237,12.0,0.5,76.553199,220.0,368.0
316.0,1775.066604,12.0,0.97,86.00656885,232.0,285.0
6557.0,41162.16366,36.0,0.52,67.2133028,284.0,293.0
1343.0,6983.071051000001,18.0,0.6200000000000001,119.6325938,238.0,343.0
2133.0,11607.856211,24.0,0.6600000000000001,72.7061655,262.0,215.0
1896.0,10241.496132,24.0,0.8800000000000001,62.42434575,275.0,215.0
2291.0,12516.464982000001,24.0,0.6400000000000001,71.2799032,268.0,232.0
2054.0,10999.622115,24.0,0.71,72.90359120000001,268.0,187.0
2449.0,13733.130141000001,24.0,0.73,55.34654215,258.0,294.0
2528.0,14307.68288,24.0,0.5300000000000002,72.8759147,256.0,277.0
79.0,198.345769,6.0,0.33999999999999986,125.4520392,167.0,314.0
4503.0,27359.701135000003,36.0,1.44,51.449690950000004,343.0,80.0
237.0,1367.1479470000002,12.0,1.56,49.741128350000004,264.0,68.0
948.0,4787.282935,18.0,1.23,70.54001810000001,277.0,243.0
1975.0,10820.973046000001,24.0,0.99,68.582367,275.0,185.0
2212.0,11560.584131,24.0,0.6300000000000001,70.4809749,260.0,274.0
6478.0,40811.5624,36.0,0.20999999999999996,68.42276585,282.0,130.0
3634.0,20961.228140000003,30.0,0.33999999999999986,76.91207095,275.0,143.0
3555.0,20269.086102,30.0,0.26000000000000023,68.81208195,278.0,231.0
1264.0,6315.746855,18.0,0.040000000000000036,95.57618,241.0,418.0
1106.0,5532.015162,18.0,0.6400000000000001,75.20350835,247.0,312.0
3950.0,23381.95257,30.0,0.5800000000000001,67.75114945,275.0,244.0
4108.0,25132.9892,30.0,0.43999999999999995,83.11806480000001,274.0,247.0
7268.0,46883.858043,42.0,1.1600000000000001,57.14366955,332.0,318.0
432.0,2143.84339,12.0,1.2499999999999998,76.85267353,263.0,548.0
504.0,2500.10943,12.0,1.74,99.19668591,258.0,534.0
576.0,2855.6615100000004,12.0,2.1399999999999997,92.94489431,253.0,791.0
1.0,1.0140489999999998,1.0,0.0,184.91648256,62.0,436.002
35.0,80.46332799999999,4.0,0.7599999999999998,160.64877792000001,151.0,365.7
6.0,12.095076999999998,2.0,0.34999999999999964,153.12206352,107.0,337.2
17.0,35.701171,3.0,0.96,176.33861184,133.0,431.8
9.0,19.130986,2.0,1.7799999999999998,236.92220351999998,88.0,568.6
53.0,127.79232799999998,5.0,0.45999999999999996,142.12095792,170.0,298.7
7.0,14.105048999999998,2.0,0.8399999999999999,197.64050544,102.0,314.0
8.0,16.110993,2.0,1.2399999999999998,185.18437104,97.0,428.0
15.0,31.190817999999997,3.0,0.010000000000000231,142.60234128000002,138.0,343.0
16.0,32.289455,3.0,0.3799999999999999,140.879424,136.0,344.0
34.0,79.51271999999999,4.0,0.34999999999999964,132.61703616,151.0,305.0
14.0,28.282601999999997,3.0,0.30000000000000027,110.85007728,142.0,298.49
52.0,128.49319999999997,5.0,0.10000000000000009,122.51614464000001,169.0,268.0
2401.0,13183.173123999999,25.0,0.0,33.48242496,284.0,100.0
1715.0,9174.417472,20.0,1.18,68.35937232,262.0,418.0
833.0,4070.6425540000005,15.0,1.3800000000000001,75.03572064,244.0,439.0
441.0,2181.312364,10.0,2.2,100.81528992,199.0,506.0
392.0,1836.973182,10.0,1.66,78.79977384,208.0,360.0
735.0,3556.372732,15.0,0.4099999999999999,60.68024088000001,249.0,197.9
784.0,3681.6391699999995,15.0,0.8,59.947104,247.0,289.0
2499.0,13980.23968,25.0,0.2699999999999998,49.811645760000005,281.0,152.0
1666.0,9066.029279999999,20.0,0.7699999999999998,56.431287360000006,262.0,247.0
2548.0,14650.7768,25.0,0.32000000000000006,52.13314944000001,280.0,218.0
2809.0,16104.625215999999,25.0,0.0,109.22967168999999,278.0,152.549
1855.0,10140.137216,20.0,0.2999999999999998,123.46956794,259.0,179.1
901.0,4499.127512,15.0,0.5,135.52827788,241.0,213.3
477.0,2410.922192,10.0,1.3199999999999998,182.09090963999998,196.0,280.0
371.0,1777.544328,10.0,0.3799999999999999,151.90023933,210.0,159.0
424.0,2030.337096,10.0,0.7799999999999998,142.32684853,205.0,184.0
616.0,3075.2797830000004,12.0,1.2399999999999998,122.11350270000001,207.0,352.0
1078.0,5398.606662,18.0,0.30000000000000027,73.0962939,252.0,463.0
676.0,3118.664025,16.0,0.0,62.447925760000004,264.0,100.0
910.0,4462.23888,16.0,1.13,93.35737312,252.0,247.0
442.0,1979.872785,12.0,1.33,102.47516223999999,234.0,352.0
208.0,893.464155,8.0,1.6099999999999999,107.61567344000001,198.0,409.0
416.0,1790.669925,12.0,0.75,81.868864,237.0,339.0
364.0,1568.46267,12.0,0.06999999999999984,64.41799408,243.0,297.0
1296.0,7022.1048040000005,16.0,0.0,195.98880015999998,232.0,5.4
324.0,1591.994404,8.0,0.98,243.91223087999998,173.0,54.0
3249.0,19294.599025,36.0,0.0,31.10181361,414.0,247.0
342.0,1668.387955,12.0,1.4499999999999997,62.79756707000001,283.0,506.0
513.0,2638.91719,12.0,2.88,97.16521331999999,264.0,598.0
399.0,1945.642335,12.0,1.94,81.05522229,278.0,519.0
456.0,2222.341095,12.0,2.34,75.94678189,273.0,799.0
912.0,4453.988824999999,18.0,1.48,57.776683999999996,312.0,577.0
6724.0,42931.84,36.0,0.0,55.007438889999996,292.0,339.0
2870.0,16556.108799999998,24.0,0.6299999999999999,87.61941046,266.0,247.0
1394.0,7345.8616,18.0,0.8300000000000001,96.17679891999998,248.0,301.0
738.0,3936.3856,12.0,1.65,129.21968076,203.0,356.0
82.0,208.65039999999996,6.0,0.1299999999999999,100.85525328,177.0,176.0
4346.0,26294.5088,30.0,0.33000000000000007,77.51415671,285.0,197.0
656.0,3314.9928,12.0,1.1099999999999999,101.00136227,212.0,378.0
1312.0,6643.8679999999995,18.0,0.25,76.83701199999999,251.0,346.0
2788.0,16360.511999999997,24.0,0.21999999999999975,72.33062507999999,266.0,303.0
