Atomic Number,Atomic Mass,Period,Electronegativity,First Ionization,Covalent Radius,Bond E
4264.0,26438.719999999998,30.0,0.22999999999999998,66.82150032,284.0,251.0
9.0,48.177481,4.0,0.0,29.070428890000002,256.0,106.0
105.0,554.613664,8.0,1.98,63.696465460000006,248.0,423.0
51.0,246.079273,6.0,2.18,69.91740892,230.0,469.0
27.0,131.865118,4.0,3.0,93.93851076,185.0,577.0
3.0,6.989586999999999,2.0,1.2200000000000002,73.31849328,159.0,247.0
159.0,880.840664,10.0,1.6800000000000002,56.35027421,267.0,352.0
33.0,159.57359,6.0,0.04999999999999993,27.70848547,294.0,88.0
24.0,111.049059,4.0,2.46,73.42470977,194.0,341.0
5041.0,30613.451089000006,36.0,0.0,29.440390810000004,350.0,142.0
639.0,3324.0230660000007,12.0,2.71,94.53437052,232.0,569.0
568.0,2799.2970330000003,12.0,2.17,73.89044879000001,241.0,695.0
1136.0,5610.316855,18.0,1.31,56.212324,280.0,507.0
3692.0,22325.7892,30.0,0.8300000000000001,48.88518864000001,313.0,326.0
144.0,590.733025,9.0,0.0,58.46437444000001,282.0,8.522
420.0,1942.0667199999998,12.0,1.65,90.33067756000001,261.0,297.0
204.0,861.6851650000001,9.0,1.85,99.15286311999999,243.0,318.0
108.0,461.74639,6.0,2.67,133.21821336,198.0,462.0
12.0,24.475134999999998,3.0,0.8900000000000001,103.97608608,172.0,197.0
636.0,3084.40172,15.0,1.35,79.91273006,280.0,285.0
96.0,388.855695,6.0,2.13,104.12671622,207.0,394.0
192.0,779.3398249999999,9.0,1.27,79.214632,246.0,310.0
625.0,3018.183844,16.0,0.0,55.264356,278.0,42.0
875.0,4389.765952,16.0,1.41,87.82378920000001,259.0,314.0
425.0,1947.7169140000003,12.0,1.61,96.4011384,241.0,361.0
225.0,1043.7121240000001,8.0,2.4299999999999997,129.5210952,196.0,423.0
1325.0,6971.851952,20.0,1.11,77.6949642,278.0,283.0
725.0,3491.090148,16.0,0.34999999999999987,57.4380576,271.0,159.0
200.0,878.953062,8.0,1.89,101.2369554,205.0,402.0
400.0,1761.58697,12.0,1.03,77.01624,244.0,301.0
850.0,4337.90448,16.0,0.9999999999999998,72.4993416,259.0,201.0
6400.0,40236.3481,36.0,0.0,108.94140625,264.0,17.2
2800.0,16027.94336,24.0,0.96,123.3065375,252.0,72.8
1360.0,7111.51727,18.0,1.1600000000000001,135.349325,234.0,100.0
720.0,3810.80882,12.0,1.98,181.850475,189.0,130.0
80.0,201.99412999999998,6.0,0.20000000000000018,141.9333,163.0,39.8
4240.0,25455.67336,30.0,0.6600000000000001,109.08544375,271.0,38.0
1520.0,7842.66782,24.0,1.1800000000000002,45.30605625,335.0,8.24
880.0,4611.5641,18.0,1.0699999999999998,53.63935625,298.0,6.7
1280.0,6431.91835,18.0,0.5800000000000001,108.1325,237.0,213.0
2226.0,12177.70784,25.0,0.5,74.12480011999999,293.0,372.0
336.0,1535.26404,10.0,1.2799999999999998,96.58501244,220.0,607.0
540.0,2740.309516,12.0,2.84,96.26097,258.0,545.0
480.0,2307.727758,12.0,2.3,75.2400025,267.0,703.0
960.0,4625.119729999999,18.0,1.4400000000000002,57.239,306.0,474.0
2040.0,11389.34832,24.0,1.41,53.88201,321.0,385.0
3120.0,18405.279199999997,30.0,0.9600000000000002,49.778040000000004,339.0,305.0
100.0,407.2324,4.0,nan,465.02766024999994,116.0,3.93
744.0,3791.763,14.0,2.08,85.32692917,256.0,720.0
784.0,3444.8682489999997,16.0,0.0,58.36654404,248.0,261.9
980.0,4689.805472,16.0,1.05,90.25506924000001,244.0,360.0
476.0,2080.842929,12.0,1.2500000000000002,99.06987047999999,226.0,372.0
252.0,1115.049614,8.0,2.0700000000000003,133.10670743999998,181.0,435.0
28.0,59.10385099999999,4.0,0.29000000000000026,103.88905632,155.0,289.0
1484.0,7448.376472,20.0,0.7500000000000002,79.84584174,263.0,293.0
224.0,939.029307,8.0,1.53,104.03956038,190.0,391.6
448.0,1881.9910449999998,12.0,0.6700000000000002,79.14832799999999,229.0,360.0
392.0,1648.4515979999999,12.0,0.010000000000000009,62.27735766,235.0,318.0
328.0,1486.4030940000002,10.0,1.8399999999999999,92.04337609,230.0,753.0
49.0,196.196049,4.0,0.0,211.24006281,142.0,945.33
245.0,1119.215328,8.0,0.08000000000000007,171.70295058000002,191.0,276.0
119.0,496.59017100000005,6.0,0.1200000000000001,188.47239516,173.0,389.0
63.0,266.104986,4.0,0.94,253.22471747999998,128.0,301.0
371.0,1777.544328,10.0,0.3799999999999999,151.90023933,210.0,159.0
56.0,224.097993,4.0,0.3999999999999999,197.92682721,137.0,630.57
105.0,433.852818,6.0,0.8500000000000001,152.41474647,178.0,617.0
112.0,449.13445499999995,6.0,0.45999999999999996,150.573276,176.0,464.0
64.0,255.96800100000002,4.0,0.0,185.45264761,132.0,498.34
280.0,1278.384096,8.0,0.48,160.88150978000002,186.0,235.1
136.0,567.2125470000001,6.0,0.2799999999999998,176.59407356,168.0,272.0
72.0,303.949002,4.0,0.54,237.26543267999998,123.0,222.0
424.0,2030.337096,10.0,0.7799999999999998,142.32684853,205.0,184.0
56.0,224.097993,4.0,0.3999999999999999,197.92682721,137.0,630.57
368.0,1702.6135800000002,10.0,1.2399999999999998,113.53273789,205.0,234.0
225.0,959.388676,9.0,0.0,109.97087689000001,214.0,490.0
525.0,2474.946496,12.0,0.77,123.88777646000001,227.0,266.5
90.0,372.028714,6.0,0.3599999999999999,118.08338801000002,183.0,513.0
255.0,1098.121222,9.0,0.9700000000000002,135.98733092,209.0,289.0
135.0,588.444052,6.0,1.79,182.70767676,164.0,439.0
15.0,31.190817999999997,3.0,0.010000000000000231,142.60234128000002,138.0,343.0
105.0,433.852818,6.0,0.8500000000000001,152.41474647,178.0,617.0
120.0,495.55302600000005,6.0,1.25,142.80892927000002,173.0,596.6
240.0,993.1813099999999,9.0,0.3900000000000001,108.642212,212.0,346.0
510.0,2445.70704,12.0,0.3599999999999999,102.27049308000001,227.0,363.0
780.0,3952.2824,15.0,0.08999999999999986,94.48097232000002,245.0,298.0
390.0,2109.053124,12.0,0.23999999999999977,74.33929260000001,220.0,478.0
78.0,196.44958799999998,6.0,0.07999999999999963,121.82398608,167.0,352.0
624.0,3121.148916,12.0,1.1600000000000001,122.00047247,202.0,347.0
1170.0,6042.531816,18.0,0.08999999999999986,93.94719929000001,243.0,417.0
1092.0,5479.129224,18.0,0.3799999999999999,73.02863479,247.0,501.0
361.0,1528.6536039999999,16.0,0.0,18.84167649,406.0,57.3
665.0,3124.0865919999997,16.0,2.14,51.280161660000005,323.0,383.0
323.0,1386.141394,12.0,2.3400000000000003,56.288461319999996,305.0,427.0
171.0,742.783804,8.0,3.16,75.62714795999999,260.0,497.5
19.0,39.371686,4.0,1.3800000000000003,59.02657488,234.0,183.0
1007.0,4961.692591999999,20.0,1.8400000000000003,45.36595791,342.0,331.0
209.0,898.8630199999999,12.0,0.1100000000000001,22.30729137,369.0,63.6
152.0,625.528902,8.0,2.62,59.112086670000004,269.0,239.0
531.0,2676.970184,12.0,2.85,95.35498439999999,260.0,582.0
472.0,2254.387092,12.0,2.31,74.5318613,269.0,753.0
944.0,4518.21502,18.0,1.4500000000000002,56.70027999999999,308.0,492.5
2006.0,11126.095679999999,24.0,1.42,53.374885199999994,323.0,446.0
3068.0,17979.8608,30.0,0.9700000000000002,49.3095408,341.0,326.0
549.0,2754.71,12.0,2.85,97.2540696,256.0,540.0
488.0,2319.855,12.0,2.31,76.0162342,265.0,674.0
976.0,4649.424999999999,18.0,1.4500000000000002,57.829519999999995,304.0,423.0
2074.0,11449.199999999999,24.0,1.42,54.4378968,319.0,339.0
3172.0,18502.0,30.0,0.9700000000000002,50.2915872,337.0,255.0
1496.0,8012.378000000001,21.0,2.2600000000000002,68.44817984,323.0,343.0
2025.0,10589.644836000001,25.0,0.0,55.63518921,284.0,285.0
225.0,1112.516766,10.0,0.23999999999999977,61.8939522,226.0,476.0
270.0,1236.003966,10.0,0.27,83.98945167000001,218.0,583.7
360.0,1646.3930940000002,10.0,1.1600000000000001,101.57604609,208.0,377.0
630.0,2890.217916,15.0,0.3799999999999999,60.802715129999996,253.0,395.0
990.0,4925.801502,20.0,0.7399999999999998,50.93011509,302.0,391.0
1369.0,7304.779024,25.0,0.0,17.44816441,440.0,45.6
1295.0,6829.235072,20.0,2.14,49.34742398,340.0,389.0
629.0,3030.097004,15.0,2.3400000000000003,54.16696196,322.0,448.0
333.0,1623.721064,10.0,3.16,72.77677788,277.0,494.0
37.0,86.06627599999999,5.0,1.3800000000000003,56.80187664,251.0,167.0
1961.0,10846.231072,25.0,1.8400000000000003,43.65612523,359.0,335.0
296.0,1367.402532,10.0,2.62,56.88416551,286.0,255.0
352.0,1617.01893,10.0,1.2399999999999998,100.23602505,212.0,481.0
616.0,2838.6520199999995,15.0,0.30000000000000027,60.00058785,257.0,397.0
3960.0,23452.08066,35.0,0.9000000000000001,46.42046535,352.0,592.0
1054.0,5330.713080000001,18.0,1.9900000000000002,73.18524412,300.0,423.0
558.0,2856.5392800000004,12.0,2.81,98.32905636,255.0,531.0
496.0,2405.60964,12.0,2.27,76.85647097,264.0,619.0
992.0,4821.2934000000005,18.0,1.4100000000000001,58.468731999999996,303.0,389.0
2108.0,11872.4256,24.0,1.38,55.03961988,318.0,331.0
3224.0,19185.936,30.0,0.9300000000000002,50.84747952,336.0,272.0
441.0,2021.0419360000003,16.0,0.0,43.053282249999995,340.0,163.0
735.0,3592.164224,16.0,1.5999999999999999,77.5162487,290.0,444.0
126.0,539.966516,8.0,1.1899999999999997,73.88445845,246.0,393.0
357.0,1593.8250680000003,12.0,1.8,85.08690739999999,272.0,318.0
189.0,854.0740880000001,8.0,2.62,114.31970219999998,227.0,589.0
147.0,629.698692,8.0,1.68,95.36549715,241.0,469.0
168.0,719.2510440000001,8.0,2.08,89.35516315,236.0,674.0
336.0,1441.51414,12.0,1.22,67.97713999999999,275.0,478.0
714.0,3549.72576,16.0,1.1899999999999997,63.99037259999999,290.0,385.0
1092.0,5736.3856000000005,20.0,0.74,59.1164904,308.0,289.0
1156.0,6234.681599999999,16.0,0.0,95.10930576,240.0,332.6
1190.0,6309.219839999999,16.0,0.41000000000000014,115.21290312000001,240.0,297.0
204.0,948.3885599999999,8.0,0.0,109.81494972,196.0,582.0
578.0,2799.36888,12.0,0.6100000000000003,126.46522223999999,222.0,322.0
306.0,1500.08208,8.0,1.4300000000000002,169.91411472,177.0,339.0
34.0,79.51271999999999,4.0,0.34999999999999964,132.61703616,151.0,305.0
238.0,1105.99272,8.0,0.4900000000000002,141.74235684,191.0,381.0
272.0,1263.2810399999998,8.0,0.8900000000000001,132.80915844,186.0,423.0
510.0,2445.70704,12.0,0.3599999999999999,102.27049308000001,227.0,364.0
544.0,2531.8523999999998,12.0,0.03000000000000025,101.03486399999998,225.0,381.0
476.0,2217.6705599999996,12.0,0.6499999999999999,79.49863908,231.0,531.0
1768.0,10075.295999999998,20.0,0.44999999999999973,87.86522304,258.0,268.0
196.0,788.8233959999999,9.0,0.0,66.45021289,222.0,327.0
490.0,2244.183744,12.0,1.06,96.30255346,231.0,343.0
84.0,337.340946,6.0,0.6499999999999999,91.79058751000001,187.0,435.0
238.0,995.732958,9.0,1.2600000000000002,105.70798491999999,213.0,456.0
126.0,533.577828,6.0,2.08,142.02543876,168.0,540.0
14.0,28.282601999999997,3.0,0.30000000000000027,110.85007728,142.0,298.49
742.0,3564.225744,15.0,0.7600000000000002,85.19586221,250.0,339.0
98.0,393.400602,6.0,1.1400000000000001,118.47762297,182.0,439.0
112.0,449.347914,6.0,1.54,111.01066577,177.0,798.0
224.0,900.5775899999999,9.0,0.6800000000000002,84.451612,216.0,619.0
476.0,2217.6705599999996,12.0,0.6499999999999999,79.49863908,231.0,531.0
728.0,3583.7735999999995,15.0,0.20000000000000018,73.44355632,249.0,506.0
2209.0,11635.505423999999,25.0,0.0,57.39880644,290.0,163.0
3713.0,21246.436356000002,30.0,0.6100000000000001,69.89423310000001,281.0,203.0
3901.0,22542.25464,30.0,0.09000000000000008,55.197162719999994,293.0,193.0
1645.0,8619.084671999999,20.0,1.03,89.50371156,265.0,293.0
799.0,3824.244204,15.0,1.2300000000000002,98.24513112,247.0,341.4
1363.0,6854.579927999999,20.0,0.030000000000000027,58.53675168,277.0,176.0
423.0,2049.276264,10.0,2.05,131.99861736,202.0,354.0
1457.0,7520.880563999999,20.0,0.11999999999999988,45.45189666,267.0,180.0
1504.0,7835.53152,20.0,0.07999999999999985,59.84743428,265.0,175.0
47.0,108.62307599999998,5.0,0.27000000000000024,103.02419808,176.0,226.0
2491.0,13688.880672,25.0,0.7300000000000002,79.18113905999999,284.0,234.0
2303.0,12385.188024,25.0,0.1499999999999999,43.83892368,287.0,176.0
376.0,1725.7801319999999,10.0,1.51,103.17344922,211.0,213.0
2350.0,12805.010279999999,25.0,0.030000000000000027,55.63885518,284.0,136.0
2444.0,13763.956799999998,25.0,0.17000000000000015,68.25853152,283.0,293.0
121.0,528.5400999999999,9.0,0.0,26.41034881,332.0,77.0
385.0,1836.9929599999998,12.0,2.03,60.71229958,286.0,370.0
187.0,815.06447,9.0,2.23,66.64179315999999,268.0,410.0
99.0,436.76402,6.0,3.05,89.53751147999999,223.0,481.0
11.0,23.150929999999995,3.0,1.27,69.88353744,197.0,201.0
583.0,2917.52296,15.0,1.73,53.71027583,305.0,301.0
209.0,898.8630199999999,12.0,0.1100000000000001,22.30729137,369.0,63.6
88.0,367.81701,6.0,2.51,69.98477771,232.0,257.0
407.0,1964.90932,15.0,0.1100000000000001,21.46653461,386.0,59.0
1330.0,7001.18848,20.0,2.01,67.27840962,315.0,332.0
646.0,3106.3918600000006,15.0,2.21,73.84918524,297.0,406.0
342.0,1664.6047600000002,10.0,3.0300000000000002,99.22110371999999,252.0,542.0
38.0,88.23334,5.0,1.2500000000000002,77.44152815999999,226.0,163.0
2014.0,11119.32848,25.0,1.7100000000000002,59.51910837,334.0,263.0
304.0,1401.83238,10.0,2.49,77.55371769,261.0,454.0
608.0,2809.5353,15.0,1.6300000000000001,58.99916399999999,300.0,314.0
256.0,1028.1642249999998,9.0,0.0,107.32959999999999,210.0,429.0
272.0,1136.800445,9.0,0.5800000000000001,134.34433599999997,207.0,255.0
144.0,609.17087,6.0,1.4,180.500208,162.0,343.0
112.0,449.13445499999995,6.0,0.45999999999999996,150.573276,176.0,464.0
128.0,513.007935,6.0,0.8599999999999999,141.083516,171.0,521.7
511.0,2534.538636,12.0,1.54,109.72664136,241.0,611.0
584.0,2894.9870520000004,12.0,1.94,102.81120776,236.0,805.0
260.0,1379.4836,10.0,0.06000000000000005,74.7616608,222.0,354.0
52.0,128.49319999999997,5.0,0.10000000000000009,122.51614464000001,169.0,268.0
2756.0,16192.9504,25.0,0.56,94.16203248000001,277.0,193.0
416.0,2041.4723999999999,10.0,1.3399999999999999,122.69363376000001,204.0,391.0
780.0,3952.2824,15.0,0.08999999999999986,94.48097232000002,245.0,298.0
832.0,4091.4939999999997,15.0,0.48,93.339456,243.0,339.0
1768.0,10075.295999999998,20.0,0.44999999999999973,87.86522304,258.0,268.0
585.0,3019.2571500000004,12.0,2.7800000000000002,102.16381464,251.0,561.0
520.0,2542.6410750000005,12.0,2.24,79.85381478000001,260.0,707.0
1040.0,5095.930125,18.0,1.3800000000000001,60.748968,299.0,515.0
3380.0,20278.83,30.0,0.9000000000000001,52.83049248000001,332.0,339.0
6561.0,41772.410689000004,36.0,0.0,37.31010724,290.0,63.0
2835.0,16331.019232,24.0,0.9199999999999999,72.16105316000001,265.0,333.9
1377.0,7245.990499000001,18.0,1.12,79.20869431999999,247.0,372.8
729.0,3882.8682340000005,12.0,1.94,106.42194696,202.0,445.0
81.0,205.813681,6.0,0.16000000000000014,83.06174688,176.0,188.0
4293.0,25937.020232,30.0,0.6200000000000001,63.83863066,284.0,272.0
8100.0,53841.63344400001,49.0,0.0,39.774464890000004,412.0,289.0
540.0,2787.008418,14.0,1.2499999999999998,71.01533401,282.0,484.0
630.0,3250.156266,14.0,1.74,91.66220847000001,277.0,577.4
720.0,3712.3759620000005,14.0,2.1399999999999997,85.88527127,272.0,854.0
1350.0,7187.145012,21.0,0.8899999999999999,66.13647089000001,313.0,377.0
621.0,3209.408132,12.0,2.73,107.74782204,247.0,569.0
552.0,2702.775066,12.0,2.19,84.21841583000001,256.0,557.0
1104.0,5416.86871,18.0,1.33,64.069348,295.0,368.0
2346.0,13339.028639999999,24.0,1.2999999999999998,60.31176732,310.0,276.0
3588.0,21555.9784,30.0,0.8500000000000001,55.71806928000001,328.0,276.0
2500.0,14092.064099999998,25.0,0.0,53.93286721,278.0,195.0
1750.0,9485.403839999999,20.0,1.0,86.75936582,259.0,339.0
850.0,4208.6256300000005,15.0,1.2000000000000002,95.23275763999999,241.0,406.0
450.0,2255.25258,10.0,2.02,127.95130091999998,196.0,467.0
50.0,119.54096999999999,5.0,0.2400000000000002,99.86528976,170.0,267.0
2650.0,15064.773839999998,25.0,0.7000000000000002,76.75330206999999,278.0,234.0
400.0,1899.24129,10.0,1.48,100.00996459,205.0,548.0
800.0,3806.4361499999995,15.0,0.6200000000000001,76.082804,244.0,464.0
1700.0,9373.341599999998,20.0,0.5899999999999999,71.62065036,259.0,401.3
2600.0,15147.395999999999,25.0,0.14000000000000012,66.16560144,277.0,319.2
484.0,2291.2496889999998,16.0,0.0,46.62294961,320.0,141.0
770.0,3824.7647679999995,16.0,1.42,80.66580778000001,280.0,439.0
132.0,574.930537,8.0,1.0099999999999998,76.88645443,236.0,435.0
374.0,1697.028751,12.0,1.62,88.54406956,262.0,494.0
198.0,909.377266,8.0,2.44,118.96462068,217.0,569.0
22.0,48.202068999999995,4.0,0.6600000000000001,92.85123504,191.0,159.0
1166.0,6074.513768,20.0,1.12,71.36252153,299.0,310.0
154.0,670.4730689999999,8.0,1.5,99.24028821,231.0,464.0
176.0,765.824133,8.0,1.9,92.98574861,226.0,662.0
352.0,1534.855355,12.0,1.04,70.739116,265.0,426.0
748.0,3779.5783199999996,16.0,1.0099999999999998,66.59036243999999,280.0,381.0
1144.0,6107.829199999999,20.0,0.56,61.51844976,298.0,289.0
1258.0,6517.679520000001,18.0,0.8000000000000003,101.97720639999999,264.0,423.0
666.0,3492.59232,12.0,1.62,137.0128992,219.0,548.0
592.0,2941.2561600000004,12.0,1.08,107.0927384,228.0,653.0
1110.0,5694.26016,18.0,0.16999999999999993,82.4674088,269.0,305.0
736.0,3808.2259710000003,14.0,2.06,84.35187321,262.0,761.0
1472.0,7632.399884999999,21.0,1.2000000000000002,64.17087599999999,301.0,523.0
529.0,2595.087364,16.0,0.0,45.511214439999996,306.0,242.0
805.0,4070.469568,16.0,1.33,79.69825756,273.0,439.0
138.0,611.8643619999999,8.0,0.9199999999999999,75.96423586,229.0,469.0
391.0,1806.0467260000003,12.0,1.5300000000000002,87.48202312,255.0,477.0
207.0,967.7961160000001,8.0,2.35,117.53769335999999,210.0,590.0
161.0,713.544594,8.0,1.4100000000000001,98.04994542,224.0,477.0
184.0,815.021058,8.0,1.81,91.87042622,219.0,644.0
368.0,1633.4552299999998,12.0,0.9500000000000002,69.890632,258.0,490.0
782.0,4022.3803199999998,16.0,0.9199999999999999,65.79164088,273.0,347.0
2916.0,17237.851849000002,25.0,0.0,147.13204804,280.0,6.53
486.0,2494.304414,10.0,1.38,211.33507944,197.0,13.0
432.0,2100.556707,10.0,0.8399999999999999,165.18482938,206.0,36.4
1190.0,6135.283462,18.0,2.06,81.10196391999999,289.0,322.0
630.0,3287.679892,12.0,2.88,108.96567576,244.0,521.0
70.0,174.26537799999997,6.0,1.1,85.04711328,218.0,159.0
560.0,2768.690946,12.0,2.34,85.17032102,253.0,397.9
1120.0,5548.9765099999995,18.0,1.48,64.79351199999999,292.0,167.0
1521.0,7904.276836000001,25.0,0.0,38.65481929,380.0,159.0
1365.0,7103.945024000001,20.0,1.74,73.44993874000001,310.0,485.0
234.0,1067.849966,10.0,1.3299999999999998,70.00866319000001,266.0,418.0
663.0,3151.9844180000005,15.0,1.9400000000000002,80.62345948,292.0,527.0
351.0,1689.0361880000003,10.0,2.76,108.32277443999999,247.0,605.0
273.0,1245.306342,10.0,1.82,90.36285993,261.0,481.0
312.0,1422.4070940000001,10.0,2.2199999999999998,84.66781313,256.0,715.1
624.0,2850.77089,15.0,1.36,64.411228,295.0,528.0
1326.0,7020.01776,20.0,1.3299999999999998,60.63359652,310.0,435.0
2028.0,11344.4056,25.0,0.8800000000000001,56.015386080000006,328.0,339.0
900.0,4274.5444,16.0,0.0,88.25099363999999,244.0,29.0
1050.0,5224.123519999999,16.0,1.31,110.98119996,242.0,142.0
510.0,2317.91714,12.0,1.5100000000000002,121.82022792,224.0,229.0
270.0,1242.08924,8.0,2.33,163.67326776,179.0,368.0
30.0,65.83765999999999,4.0,0.5500000000000003,127.74608927999999,153.0,85.8
1590.0,8296.98352,20.0,1.0100000000000002,98.18160246,261.0,138.0
240.0,1046.01462,8.0,1.79,127.93115501999999,188.0,284.1
480.0,2096.4096999999997,12.0,0.9300000000000002,97.32391199999999,227.0,205.0
1020.0,5162.404799999999,16.0,0.8999999999999999,91.61599607999999,242.0,136.0
1560.0,8342.488,20.0,0.4500000000000002,84.63798432,260.0,205.0
240.0,1095.691464,10.0,1.2199999999999998,74.69970417,251.0,561.0
360.0,1733.073552,10.0,2.65,115.58111291999998,232.0,623.0
280.0,1277.774568,10.0,1.71,96.41776598999999,246.0,565.0
320.0,1459.492776,10.0,2.11,90.34111358999999,241.0,760.0
640.0,2925.0975599999997,15.0,1.25,68.72720399999999,280.0,575.0
